word,source,language,datetime
charlatan,"file:///mnt/onboard/Ehrman, Bart D_/How Jesus Became God_ The Exaltation of a Jewish Preacher From Galilee - Bart D. Ehrman.epub",-en,2021-12-30T05:47:16Z
beneficent.,"file:///mnt/onboard/Ehrman, Bart D_/How Jesus Became God_ The Exaltation of a Jewish Preacher From Galilee - Bart D. Ehrman.epub",-en,2021-12-30T16:50:03Z
twain,"file:///mnt/onboard/Ehrman, Bart D_/How Jesus Became God_ The Exaltation of a Jewish Preacher From Galilee - Bart D. Ehrman.epub",-en,2021-12-30T17:48:49Z
paean,"file:///mnt/onboard/Ehrman, Bart D_/How Jesus Became God_ The Exaltation of a Jewish Preacher From Galilee - Bart D. Ehrman.epub",-en,2022-01-01T07:00:39Z
anointed,"file:///mnt/onboard/Ehrman, Bart D_/How Jesus Became God_ The Exaltation of a Jewish Preacher From Galilee - Bart D. Ehrman.epub",-en,2022-01-01T19:42:18Z
pietist,"file:///mnt/onboard/Ehrman, Bart D_/How Jesus Became God_ The Exaltation of a Jewish Preacher From Galilee - Bart D. Ehrman.epub",-en,2022-01-02T05:19:44Z
recalcitrant,"file:///mnt/onboard/Ehrman, Bart D_/How Jesus Became God_ The Exaltation of a Jewish Preacher From Galilee - Bart D. Ehrman.epub",-en,2022-01-03T04:06:08Z
sensationalist.,"file:///mnt/onboard/Ehrman, Bart D_/How Jesus Became God_ The Exaltation of a Jewish Preacher From Galilee - Bart D. Ehrman.epub",-en,2022-01-03T04:07:32Z
prodigious,"file:///mnt/onboard/Ehrman, Bart D_/How Jesus Became God_ The Exaltation of a Jewish Preacher From Galilee - Bart D. Ehrman.epub",-en,2022-01-03T04:16:00Z
erudite,"file:///mnt/onboard/Ehrman, Bart D_/How Jesus Became God_ The Exaltation of a Jewish Preacher From Galilee - Bart D. Ehrman.epub",-en,2022-01-04T02:22:31Z
emendations,"file:///mnt/onboard/Ehrman, Bart D_/How Jesus Became God_ The Exaltation of a Jewish Preacher From Galilee - Bart D. Ehrman.epub",-en,2022-01-04T23:57:16Z
picayune,"file:///mnt/onboard/Ehrman, Bart D_/How Jesus Became God_ The Exaltation of a Jewish Preacher From Galilee - Bart D. Ehrman.epub",-en,2022-01-06T02:07:37Z
spraddling,"file:///mnt/onboard/X, Malcolm & Haley, Alex/Autobiography of Malcolm X, The - Malcolm X & Alex Haley.epub",-en,2022-01-06T03:33:06Z
deportment,"file:///mnt/onboard/X, Malcolm & Haley, Alex/Autobiography of Malcolm X, The - Malcolm X & Alex Haley.epub",-en,2022-01-06T03:33:13Z
homeboy!,"file:///mnt/onboard/X, Malcolm & Haley, Alex/Autobiography of Malcolm X, The - Malcolm X & Alex Haley.epub",-en,2022-01-06T03:58:36Z
two-bit,"file:///mnt/onboard/X, Malcolm & Haley, Alex/Autobiography of Malcolm X, The - Malcolm X & Alex Haley.epub",-en,2022-01-06T04:32:44Z
cagey.,"file:///mnt/onboard/X, Malcolm & Haley, Alex/Autobiography of Malcolm X, The - Malcolm X & Alex Haley.epub",-en,2022-01-06T15:16:16Z
erstwhile,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Early Centuries - John Julius Norwich.epub",-en,2022-01-06T20:10:39Z
lugubrious,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Early Centuries - John Julius Norwich.epub",-en,2022-01-06T20:12:33Z
bathos:,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Early Centuries - John Julius Norwich.epub",-en,2022-01-06T23:27:59Z
"prelate,","file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Early Centuries - John Julius Norwich.epub",-en,2022-01-06T23:32:35Z
sang-froid,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Early Centuries - John Julius Norwich.epub",-en,2022-01-06T23:52:05Z
decorously,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Early Centuries - John Julius Norwich.epub",-en,2022-01-06T23:54:01Z
chasubles,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Early Centuries - John Julius Norwich.epub",-en,2022-01-07T02:50:05Z
"dropsy,","file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Early Centuries - John Julius Norwich.epub",-en,2022-01-07T02:57:53Z
importunate,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Early Centuries - John Julius Norwich.epub",-en,2022-01-07T03:12:24Z
suborn,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Early Centuries - John Julius Norwich.epub",-en,2022-01-07T03:16:45Z
peremptory,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Early Centuries - John Julius Norwich.epub",-en,2022-01-07T03:24:52Z
incorrigibly,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Early Centuries - John Julius Norwich.epub",-en,2022-01-07T03:28:16Z
emolument,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Early Centuries - John Julius Norwich.epub",-en,2022-01-07T03:43:34Z
"soothsayer,","file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Early Centuries - John Julius Norwich.epub",-en,2022-01-07T18:13:17Z
licentiousness,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Early Centuries - John Julius Norwich.epub",-en,2022-01-07T18:15:18Z
internecine,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Early Centuries - John Julius Norwich.epub",-en,2022-01-07T18:24:55Z
diptychs.,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Early Centuries - John Julius Norwich.epub",-en,2022-01-07T20:25:12Z
implacable.,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Early Centuries - John Julius Norwich.epub",-en,2022-01-08T05:55:29Z
pell-mell,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Early Centuries - John Julius Norwich.epub",-en,2022-01-08T05:58:29Z
dissipation,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Early Centuries - John Julius Norwich.epub",-en,2022-01-08T06:03:51Z
"debauches,","file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Early Centuries - John Julius Norwich.epub",-en,2022-01-08T06:04:40Z
rapine,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Early Centuries - John Julius Norwich.epub",-en,2022-01-08T06:08:28Z
perfidy,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Early Centuries - John Julius Norwich.epub",-en,2022-01-09T05:16:20Z
"intrigue,","file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Early Centuries - John Julius Norwich.epub",-en,2022-01-09T05:48:56Z
exigences,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Early Centuries - John Julius Norwich.epub",-en,2022-01-10T03:23:38Z
bier,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Early Centuries - John Julius Norwich.epub",-en,2022-01-11T03:58:48Z
callow,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Early Centuries - John Julius Norwich.epub",-en,2022-01-11T14:37:46Z
paroxysm,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Early Centuries - John Julius Norwich.epub",-en,2022-01-11T14:42:31Z
insensate,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Early Centuries - John Julius Norwich.epub",-en,2022-01-11T14:43:41Z
vile,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Early Centuries - John Julius Norwich.epub",-en,2022-01-11T14:43:48Z
delectation;,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Early Centuries - John Julius Norwich.epub",-en,2022-01-11T14:57:11Z
nostalgia,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Early Centuries - John Julius Norwich.epub",-en,2022-01-11T21:34:55Z
freebooters,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Early Centuries - John Julius Norwich.epub",-en,2022-01-12T02:33:00Z
obstreperous,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Early Centuries - John Julius Norwich.epub",-en,2022-01-12T02:41:17Z
commandeered,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Early Centuries - John Julius Norwich.epub",-en,2022-01-12T03:01:52Z
smacked,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Early Centuries - John Julius Norwich.epub",-en,2022-01-12T03:51:30Z
execration.,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Early Centuries - John Julius Norwich.epub",-en,2022-01-12T04:26:00Z
arrogated,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-13T03:56:35Z
serried,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-13T15:10:50Z
ululating,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-13T15:10:56Z
firebrands,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-13T15:26:17Z
"bluff,","file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-14T03:59:10Z
choristers,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-14T04:03:08Z
privy,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-14T04:04:23Z
doggerel,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-14T05:02:14Z
remonstrate;,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-14T14:05:44Z
mural,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-15T02:34:59Z
sedulously,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-15T04:09:04Z
putative,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-15T04:09:31Z
contrite,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-15T04:50:03Z
farrago?,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-16T01:46:26Z
chary,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-16T01:58:24Z
quietus.,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-16T01:58:56Z
entrepot,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-16T02:02:42Z
"ramifications,","file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-16T02:08:23Z
dispatch,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-16T02:12:12Z
uncongenial,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-16T02:16:43Z
roisterings,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-16T03:13:35Z
carousals,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-16T03:15:33Z
mincing,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-16T03:28:21Z
epicene,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-16T03:28:35Z
abeyance,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-16T04:42:25Z
alacrity;,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-16T13:59:30Z
feckless,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-16T14:05:14Z
agog.,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-16T14:24:45Z
embonpoint,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-17T04:14:47Z
adroitly,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-17T23:13:25Z
carousing,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-17T23:18:13Z
dudgeon,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-18T01:10:26Z
incontestably,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-18T01:28:07Z
"starveling,","file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-18T02:39:02Z
fateful,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-18T05:21:43Z
invective.,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-18T05:45:14Z
voluptuary.,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-18T14:43:58Z
dissipations,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-18T15:04:34Z
refectory,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-18T15:10:35Z
autocephalous,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-19T06:01:43Z
tendentious,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-19T16:03:18Z
"dynast,","file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-19T16:04:44Z
besottedly,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-19T16:10:54Z
whit,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-20T05:35:28Z
"Vespers,","file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-20T05:49:17Z
doyen,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-20T06:06:54Z
irruption,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-20T06:15:24Z
"unguents,","file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-20T06:18:10Z
pestiferous,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-20T07:01:52Z
simony,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-20T07:03:59Z
"sanctimonious,","file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-20T07:07:16Z
conceited,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-20T07:07:22Z
Pleurisy,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-20T07:11:10Z
scoundrel,"file:///mnt/onboard/Norwich, John Julius/Byzantium_ The Apogee - John Julius Norwich.epub",-en,2022-01-20T17:00:51Z
isochronal,"file:///mnt/onboard/Eco, Umberto/Foucault_s Pendulum - Umberto Eco.epub",-en,2022-01-21T03:07:03Z
magnanimous,"file:///mnt/onboard/Forsyth, Mark/Etymologicon, The - Mark Forsyth.epub",-en,2022-01-21T05:22:06Z
munificent.,"file:///mnt/onboard/Forsyth, Mark/Etymologicon, The - Mark Forsyth.epub",-en,2022-01-21T05:22:12Z
"landslip,","file:///mnt/onboard/Iggulden, Conn/Khan Series, The - Conn Iggulden.epub",-en,2022-01-21T22:12:48Z
astigmatic,Foucault's Pendulum,-en,2022-01-22T06:29:14Z
ogive,Foucault's Pendulum,-en,2022-01-22T06:40:40Z
chthonian,Foucault's Pendulum,-en,2022-01-22T06:43:13Z
hypocritically,Foucault's Pendulum,-en,2022-01-22T06:46:49Z
transept,Foucault's Pendulum,-en,2022-01-23T04:53:16Z
Ossianic,Foucault's Pendulum,-en,2022-01-23T04:57:40Z
macumba,Foucault's Pendulum,-en,2022-01-23T04:58:20Z
catoptric,Foucault's Pendulum,-en,2022-01-23T05:03:02Z
acajou,Foucault's Pendulum,-en,2022-01-23T05:06:25Z
quatrefoil,Foucault's Pendulum,-en,2022-01-23T05:07:34Z
majolica,Foucault's Pendulum,-en,2022-01-23T05:11:20Z
faience,Foucault's Pendulum,-en,2022-01-23T05:11:29Z
Plerome,Foucault's Pendulum,-en,2022-01-23T05:12:06Z
apothegms,Foucault's Pendulum,-en,2022-01-23T05:28:34Z
hypallages,Foucault's Pendulum,-en,2022-01-23T05:28:47Z
zeugmas,Foucault's Pendulum,-en,2022-01-23T05:29:20Z
hysteron,Foucault's Pendulum,-en,2022-01-23T05:29:54Z
gymnosophists,Foucault's Pendulum,-en,2022-01-23T05:30:43Z
labile,Foucault's Pendulum,-en,2022-01-23T05:31:37Z
indolently,Foucault's Pendulum,-en,2022-01-23T05:33:32Z
Torquemada,Foucault's Pendulum,-en,2022-01-23T05:34:24Z
gematria,Foucault's Pendulum,-en,2022-01-23T05:37:24Z
nimbus,Foucault's Pendulum,-en,2022-01-23T05:41:19Z
incredulous,Foucault's Pendulum,-en,2022-01-24T04:22:48Z
modulated,Foucault's Pendulum,-en,2022-01-24T04:24:46Z
extrasystoles,Foucault's Pendulum,-en,2022-01-24T04:34:59Z
soliloquize,Foucault's Pendulum,-en,2022-01-24T05:15:00Z
Nibelung,Foucault's Pendulum,-en,2022-01-24T05:24:03Z
Eristic,Foucault's Pendulum,-en,2022-01-24T05:34:31Z
Solecisms,Foucault's Pendulum,-en,2022-01-24T05:34:43Z
foundlings,Foucault's Pendulum,-en,2022-01-24T05:36:24Z
simoom,Foucault's Pendulum,-en,2022-01-24T05:51:40Z
oriflammes,Foucault's Pendulum,-en,2022-01-24T05:59:04Z
apposite,Foucault's Pendulum,-en,2022-01-24T06:00:52Z
hieratic,Foucault's Pendulum,-en,2022-01-24T06:03:28Z
halcyon,Foucault's Pendulum,-en,2022-01-24T06:12:52Z
effrontery,Foucault's Pendulum,-en,2022-01-24T06:15:11Z
abjuration,Foucault's Pendulum,-en,2022-01-24T19:25:34Z
brilliantined,Foucault's Pendulum,-en,2022-01-24T19:52:59Z
eccentric,Foucault's Pendulum,-en,2022-01-25T01:51:06Z
Manutius,Foucault's Pendulum,-en,2022-01-25T02:01:57Z
mythomaniac,Foucault's Pendulum,-en,2022-01-25T02:02:58Z
arteriosclerotic,Foucault's Pendulum,-en,2022-01-25T02:06:02Z
onomastic,Foucault's Pendulum,-en,2022-01-25T03:31:54Z
ethnologist,Foucault's Pendulum,-en,2022-01-25T03:37:22Z
infulas,Foucault's Pendulum,-en,2022-01-25T03:41:10Z
thurible,Foucault's Pendulum,-en,2022-01-25T03:41:43Z
unheimlich,Foucault's Pendulum,-en,2022-01-25T03:47:28Z
vacui,Foucault's Pendulum,-en,2022-01-25T03:52:32Z
sacristy,Foucault's Pendulum,-en,2022-01-25T03:52:51Z
jacaranda,Foucault's Pendulum,-en,2022-01-25T03:53:04Z
sacristan,Foucault's Pendulum,-en,2022-01-25T03:53:15Z
famuli,Foucault's Pendulum,-en,2022-01-25T03:53:36Z
Pantagruelian,Foucault's Pendulum,-en,2022-01-25T05:20:30Z
marzipan,Foucault's Pendulum,-en,2022-01-25T05:20:40Z